Nitrogen,Phosphorus,Potassium,pH,Moisture,Temperature,PlantType
107,36,21,6.205263534,75.66653335,25.29250148,cotton
118,50,19,6.360812227,82.33733678,22.95604064,cotton
103,51,20,7.046607434,84.14668447,22.80213132,cotton
133,57,19,7.947011366,75.98203329,23.54234715,cotton
129,47,20,6.281913858,80.80343786,24.41212325,cotton
116,52,19,6.114525877,75.37170612,22.94276687,cotton
114,40,23,6.753978061,81.13668716,25.53676123,cotton
131,60,17,7.425041316,81.79475917,25.32023717,cotton
107,43,18,6.745104394,81.53480799,22.426733,cotton
123,44,21,7.641116569,75.00539324,25.78544484,cotton
112,49,25,6.470135478,77.90621048,25.68959532,cotton
119,44,15,7.091992365,82.8597549,22.14593688,cotton
130,59,19,6.520403794,82.50257909,25.07278712,cotton
127,53,24,6.127939628,76.17851932,22.21506982,cotton
134,52,18,7.994679507,76.59175937,23.9643129,cotton
109,36,18,7.524707577,76.53237965,25.40059227,cotton
100,48,17,7.827877818,83.03878838,23.7805123,cotton
132,52,19,6.436691764,76.7433897,24.16402322,cotton
102,37,25,5.907930899,77.91757121,25.31468463,cotton
111,39,22,6.135025006,80.3509046,22.60361557,cotton
117,51,15,6.044556594,78.71555832,22.9535715,cotton
136,36,24,7.59781958,80.41198458,22.74446976,cotton
134,56,18,6.691268104,83.91902605,23.80834611,cotton
112,54,15,6.175492306,81.56641891,25.46228792,cotton
105,56,15,7.272316209,81.97904282,25.96779712,cotton
140,45,15,5.801047545,80.04662756,25.5308271,cotton
126,46,25,6.757457943,81.69801729,24.43847399,cotton
106,49,24,6.983395573,76.47039772,23.03887865,cotton
121,53,19,7.976889498,76.72621429,23.51308653,cotton
108,60,17,6.558902588,76.75768356,22.75805656,cotton
116,56,17,7.979090365,77.7293114,24.71252544,cotton
100,52,19,7.903528673,82.44777468,23.45969093,cotton
129,43,16,6.73210948,77.85055621,25.5503704,cotton
118,44,23,6.691690476,82.82904143,22.08458267,cotton
117,43,25,7.839849298,78.51206972,24.68854799,cotton
126,37,21,6.61448588,84.16855231,25.84997269,cotton
120,48,16,7.456971816,75.40989245,22.46054478,cotton
102,45,16,7.2942193,77.52425987,23.65629976,cotton
131,56,20,7.762647875,81.83896111,22.00817088,cotton
114,40,17,6.363406102,80.13456404,24.32630461,cotton
101,37,18,7.63737841,82.68738535,22.92360984,cotton
106,46,20,6.200671976,78.63388824,23.43821725,cotton
113,38,20,6.364729934,78.58320116,22.10718988,cotton
102,53,21,6.913678684,76.11021529,23.03814028,cotton
110,39,18,7.766259769,75.39752705,24.54795322,cotton
107,58,15,7.55606399,75.77503808,23.73868041,cotton
120,60,15,7.288377241,83.86129998,22.31871914,cotton
89,47,38,6.002524871,72.24850829,25.52468965,jute
60,37,39,6.033485257,82.94164078,26.59104992,jute
63,41,45,7.121933579,86.8870535,25.29781791,jute
86,40,39,6.207459637,88.16513579,25.72100868,jute
96,41,40,6.090060478,72.00460848,23.58419277,jute
100,35,36,6.346715209,72.01364411,25.31042337,jute
63,37,43,6.661957897,85.08640476,23.41798979,jute
70,43,40,6.176860192,88.80391021,24.35564134,jute
67,55,44,7.251847296,75.14640198,26.284017,jute
74,40,40,6.386259978,83.12053888,25.13842773,jute
89,53,44,7.319735475,71.91711523,24.88692811,jute
74,46,45,6.025028997,88.36668522,25.75734909,jute
89,41,38,6.344751947,74.68322732,23.12844351,jute
60,55,40,7.02777956,88.95692783,24.9949957,jute
67,43,38,7.299304715,70.88259632,25.21622704,jute
70,38,35,7.014063944,79.26861738,24.39736241,jute
74,49,38,7.488014404,71.4509053,23.31410442,jute
90,40,39,6.626503893,81.86171563,25.72668885,jute
82,35,44,6.239011,78.21047693,26.96656378,jute
73,45,37,6.742688094,74.63745355,23.70467146,jute
85,53,38,6.588017308,73.84186449,24.90075709,jute
81,56,36,7.097586415,72.60512854,23.39605743,jute
84,55,38,6.956682743,79.78725152,26.8748389,jute
80,45,42,7.380396262,74.99739774,23.1426498,jute
76,54,45,6.176618831,77.62976013,24.29496635,jute
76,56,39,6.551130445,89.89106506,24.39459498,jute
81,40,45,6.427726565,80.76238215,25.7629429,jute
76,44,45,6.740947635,84.48235878,25.4879684,jute
69,47,40,6.130136384,76.2403666,25.37122686,jute
82,40,45,6.667633355,81.70476368,26.21312799,jute
69,57,35,6.186814392,78.54340987,24.30748599,jute
81,36,38,6.334837865,87.98329901,23.76554749,jute
67,60,38,7.16214284,78.53037059,24.79853023,jute
72,51,40,7.422318499,74.09956958,23.20683504,jute
65,39,45,6.768001309,70.89000744,23.66805429,jute
78,50,43,6.348441469,85.72530641,25.12417673,jute
77,52,41,6.097294061,83.46409075,23.89069041,jute
89,52,42,6.14132902,81.45139295,23.09433785,jute
62,49,37,7.479248124,82.85284045,24.21744605,jute
90,48,45,6.509174789,71.31342851,24.06475727,jute
66,47,36,6.57256106,74.4407048,24.85441411,jute
80,52,39,7.165696848,76.85691248,26.41915161,jute
89,52,45,7.207457208,77.01222585,24.89326318,jute
77,51,44,7.124333547,82.7015932,23.25583402,jute
94,37,41,6.463538707,87.06071115,24.7634518,jute
75,41,35,6.856833064,78.62697699,24.97042599,jute
60,55,36,7.132389299,80.49172597,26.12797248,jute
62,56,35,6.235357638,81.65769588,25.97825807,jute
84,40,42,6.704273839,73.35763537,26.2830571,jute
100,56,40,7.433313409,83.31240346,26.38905406,jute
75,56,44,6.109478059,73.7459581,25.2746335,jute
78,46,42,7.095413294,78.45959697,23.09499564,jute
82,48,36,6.352076783,81.76904006,25.79351957,jute
100,58,41,6.658769991,87.88255345,23.17403323,jute
88,50,40,7.051822472,79.95150917,25.63215038,jute
67,41,40,7.333143205,87.81661683,25.848795,jute
72,42,43,6.352771037,80.90424543,26.56767277,jute
89,40,43,7.124050134,72.97198375,26.24532085,jute
89,57,43,6.998787171,73.19897535,26.91515043,jute
61,41,44,6.537914958,82.11319791,24.36972377,jute
79,45,43,7.171054239,79.15532398,25.71901283,jute
84,40,43,7.228268228,88.3313023,25.01157559,jute
98,43,35,7.319952206,76.44048625,25.40785911,jute
75,36,44,6.613341343,74.27607475,23.28081,jute
89,58,35,6.096838784,82.09053379,23.98651719,jute
91,41,37,6.132570523,83.20630007,24.48556447,jute
77,48,36,7.36008498,84.09985284,25.86705009,jute
66,58,35,7.321619041,79.46283115,23.5643831,jute
62,59,41,7.175170657,74.89465426,24.2248758,jute
82,35,35,7.299076163,86.97061481,25.49386782,jute
61,41,35,6.842966479,79.47557931,24.97178693,jute
99,57,38,6.356295568,82.09281674,24.80624984,jute
70,42,43,6.508342839,76.66724969,23.16814977,jute
90,59,35,7.098227926,89.86454053,24.25133493,jute
73,43,42,6.310699968,78.00774772,26.58361011,jute
67,46,44,7.093328631,78.20392774,26.82489244,jute
84,37,42,6.691074249,81.13449097,25.49674786,jute
72,41,36,6.187746776,80.57226761,24.09874353,jute
71,56,37,6.491506245,86.20899734,23.18866654,jute
64,53,38,6.855362875,78.51063754,26.24347471,jute
65,54,39,7.124571593,71.14782585,23.75091572,jute
60,58,37,6.067302109,79.1188943,26.13871511,jute
86,39,43,6.432051512,71.23690851,26.14576648,jute
90,50,44,6.253408852,73.48655995,26.91643698,jute
91,38,36,7.287318723,77.17331847,26.5232969,jute
87,48,38,7.161865733,80.94023552,23.81579631,jute
72,41,36,6.065898283,86.84264005,26.50838667,jute
71,54,35,7.311077075,70.95705996,26.63952463,jute
82,46,41,6.581693772,79.79609448,23.3250131,jute
71,52,43,6.732826127,73.96164569,26.47549543,jute
80,43,43,6.014572075,74.36794079,23.78756036,jute
77,55,43,6.663559451,75.99987588,25.49941707,jute
95,57,41,6.434610995,73.65346838,23.24925555,jute
63,47,35,7.432768147,89.05587886,26.98582182,jute
93,43,38,6.987332927,86.14290267,23.61475336,jute
87,44,43,6.718725189,86.79261344,23.87484465,jute
88,52,39,6.880204617,88.07112278,23.92887902,jute
90,39,37,6.86106911,81.68688879,24.81441246,jute
90,39,43,6.7693455,82.286484,24.44743944,jute
84,38,43,7.26158085,73.81994896,26.57421679,jute
91,21,26,7.261313694,57.36469955,26.33377983,coffee
107,21,26,7.235070264,55.32222678,26.45288458,coffee
83,38,35,7.18915558,52.88667115,25.70822684,coffee
108,24,31,6.431899748,56.18107663,24.12832546,coffee
116,28,34,6.42321105,60.39523266,23.44372334,coffee
116,23,25,6.869720196,52.26994674,23.4123707,coffee
109,31,27,6.973839707,50.40609436,23.05951896,coffee
89,25,34,7.184801627,63.65861483,23.07895447,coffee
118,18,32,6.351823783,51.11044023,27.6496114,coffee
111,32,34,6.392048018,69.35161206,25.46743689,coffee
84,36,28,6.119892347,55.55164819,26.7350622,coffee
85,33,25,6.910823945,52.50987966,26.20811417,coffee
99,15,27,6.501157208,57.27927475,27.0424167,coffee
81,30,31,7.027585559,51.93952357,24.65090184,coffee
95,39,29,7.13411409,55.99375012,27.35152643,coffee
81,34,30,6.647765997,62.26244581,25.17787724,coffee
80,15,28,6.703270635,68.00096043,23.11438731,coffee
104,20,26,7.493191968,52.95261751,27.22783677,coffee
109,29,28,6.724688503,60.5160021,23.26316991,coffee
100,32,26,6.043485685,57.53161469,25.234661,coffee
100,24,28,7.101661011,57.72920846,25.59535262,coffee
83,21,28,7.466900683,60.49244602,25.5674832,coffee
120,23,28,6.877799264,51.29043632,25.67324193,coffee
104,26,30,6.410992833,62.65692638,24.40726724,coffee
108,33,31,7.393825704,66.76090123,23.69287069,coffee
91,25,26,7.482414225,66.99765375,24.53460016,coffee
86,26,27,6.081172981,52.89368299,27.13140403,coffee
98,18,27,6.516312148,68.49299897,27.56088634,coffee
111,27,31,6.043330951,55.27564977,23.59302313,coffee
84,39,35,6.959404135,52.13864034,23.17714381,coffee
98,27,27,7.238109556,51.29142534,24.71384065,coffee
118,21,34,7.234258375,64.72543073,24.38534644,coffee
103,27,31,6.691541233,51.59100753,27.15998538,coffee
82,24,33,6.809593554,67.09608099,26.53543168,coffee
86,31,35,6.485761419,60.76645256,27.01207284,coffee
88,35,35,6.784460602,58.45742907,27.55906475,coffee
84,27,29,7.167092586,53.00366334,23.32293161,coffee
120,40,33,6.73410539,54.30329632,24.23850608,coffee
106,40,30,6.779984384,64.10651528,23.42611644,coffee
113,21,33,7.277422738,55.83288958,26.02241444,coffee
117,34,25,7.21270048,56.7685316,24.83846178,coffee
80,30,25,7.487266991,65.64381357,26.24092174,coffee
88,21,27,7.231166546,66.02411187,24.43011925,coffee
113,33,34,6.559817161,62.1445102,26.00373964,coffee
87,23,28,6.979590627,62.26594559,26.22367404,coffee
113,15,29,6.779230041,63.55324262,27.09617155,coffee
98,29,30,6.217974349,61.03273481,25.64004392,coffee
97,29,27,7.205078785,54.36976075,27.74576987,coffee
85,35,32,6.854011265,54.28617819,26.24928198,coffee
82,29,35,6.246872394,52.24226285,26.67377159,coffee
103,33,25,6.911066044,55.7497332,27.10210397,coffee
112,17,28,6.777417989,61.26002598,27.62975458,coffee
99,19,33,6.273741983,55.51673151,27.5364547,coffee
120,20,34,6.906124587,50.56339727,23.56960509,coffee
114,27,28,7.162802357,57.93250202,24.99451759,coffee
100,40,35,6.955787351,54.41094079,27.56441788,coffee
108,35,25,6.971963169,61.10935084,23.98143338,coffee
115,31,30,6.840927967,67.37768353,24.22984659,coffee
87,28,30,6.536676653,68.66257977,25.60153969,coffee
82,24,26,6.089443603,53.57285558,24.31274458,coffee
94,26,27,7.456460375,52.25738495,26.36629861,coffee
87,28,35,6.759211911,57.1621814,26.5602777,coffee
118,40,35,7.460174812,58.50650238,26.35034208,coffee
87,38,29,6.652642579,57.88370456,25.20406808,coffee
92,40,30,6.026287448,55.18792166,23.35723208,coffee
97,22,26,6.074190142,59.68849145,23.60567546,coffee
99,40,32,7.045543056,69.94807345,24.18471151,coffee
89,28,33,6.993236001,53.83876189,26.44414097,coffee
112,39,29,6.726528895,63.37479229,26.12492233,coffee
111,28,26,6.937352845,64.47858698,27.77363343,coffee
114,20,26,7.27905689,62.67087838,25.55656667,coffee
117,26,30,7.079850922,67.96910852,27.92374437,coffee
111,29,31,6.136286518,52.31098539,26.05968403,coffee
119,30,28,6.505203696,64.57578034,26.35770906,coffee
116,40,33,7.042089492,54.15319242,24.91370487,coffee
95,37,35,6.348337519,68.4233391,27.31317116,coffee
86,40,33,7.432322234,52.26311691,26.1387869,coffee
117,37,32,6.787658922,67.06230539,23.1069385,coffee
105,18,35,6.743417121,68.44030686,23.52648086,coffee
109,23,25,7.00733163,68.48030408,25.11711046,coffee
80,18,31,7.303033217,58.84880599,24.02952505,coffee
101,31,26,6.861235184,69.71184111,26.70897548,coffee
103,33,33,7.131435858,50.50148528,26.71717393,coffee
93,26,27,7.288211994,56.46829641,24.59245684,coffee
104,35,28,6.983732393,50.66687215,27.51006055,coffee
116,36,25,6.172090205,58.52534263,27.57847581,coffee
107,38,29,6.35118177,57.56695719,26.65069302,coffee
101,33,33,6.908671379,62.0183627,26.97251562,coffee
107,31,31,6.766184468,52.97841162,23.17124551,coffee
99,16,30,6.392791654,65.44340921,23.52652084,coffee
103,40,30,6.348316257,55.196224,27.30901814,coffee
118,31,34,6.123796057,62.88179198,27.54823036,coffee
106,21,35,7.428523634,57.04151119,25.627355,coffee
116,38,34,6.020947179,50.04557009,23.29250318,coffee
97,35,26,6.334610249,53.74144743,24.91461008,coffee
107,34,32,6.78006386,66.4132686,26.77463708,coffee
99,15,27,6.086922359,56.63636248,27.41711238,coffee
118,33,30,6.362607851,67.22512329,24.13179691,coffee
117,32,34,6.758792552,52.12739421,26.2724184,coffee
104,18,30,6.779832611,60.39647474,23.60301571,coffee

40,72,77,7.485996067,16.98861173,17.02498456,Soyabeans
23,72,84,6.920251378,17.13159126,19.02061277,Soyabeans
39,58,85,5.996932037,15.40589717,17.88776475,Soyabeans
22,72,85,6.391173589,15.65809214,18.86805647,Soyabeans
36,67,77,7.152811172,19.56381041,18.36952567,Soyabeans
32,73,81,5.988992796,15.40312102,20.45078582,Soyabeans
58,70,84,6.231049028,16.60820843,20.6543203,Soyabeans
59,70,84,7.550808267,18.74926979,17.3348681,Soyabeans
42,62,75,7.010570541,18.90426935,18.17912258,Soyabeans
28,74,81,8.753795334,18.30968112,18.01272266,Soyabeans
58,66,79,8.718192847,19.33470387,20.99373558,Soyabeans
43,66,79,7.976607593,15.22538951,19.46233971,Soyabeans
58,63,81,6.515499549,14.69765308,19.81344531,Soyabeans
23,62,85,8.490127142,19.5161216,18.97424756,Soyabeans
27,62,77,6.576415562,14.71070537,18.19737048,Soyabeans
28,72,84,6.481783043,19.18197264,18.72963144,Soyabeans
50,56,76,7.966605025,19.8601304,20.99502153,Soyabeans
39,71,84,8.140825437,16.39535215,20.28155898,Soyabeans
25,78,76,7.228963452,15.7559405,17.48042641,Soyabeans
31,70,77,6.492546046,14.32313811,20.88818675,Soyabeans
26,80,83,7.528599957,16.14565756,17.08498521,Soyabeans
25,68,77,7.701446446,15.11279612,20.09340593,Soyabeans
31,78,76,8.519975748,14.99927489,17.57212145,Soyabeans
60,68,83,6.620900869,18.43475844,19.12065218,Soyabeans
59,62,83,8.104396058,19.22008229,18.57665902,Soyabeans
22,67,78,6.204090835,14.42457525,17.16606398,Soyabeans
36,65,80,6.051091339,16.67921616,18.2872007,Soyabeans
59,60,84,7.690962338,18.66725565,19.03025305,Soyabeans
54,77,85,7.829211144,17.0662427,17.1418614,Soyabeans
43,68,81,6.761599706,17.93253975,17.47809436,Soyabeans
28,76,82,6.654425315,14.25803981,20.56601874,Soyabeans
42,79,85,6.129533877,15.82069268,17.22385224,Soyabeans
32,60,83,8.829273328,19.44225438,19.69141713,Soyabeans
22,78,76,8.621662982,19.09172907,17.84851658,Soyabeans
31,79,75,8.204862075,16.1074793,18.8202251,Soyabeans
28,58,81,6.18042747,16.54314829,17.47500984,Soyabeans
57,58,77,7.978996755,17.58406365,18.72649425,Soyabeans
49,55,78,7.863113671,16.17772668,18.65580107,Soyabeans
46,76,77,6.967843048,19.68538502,18.2356751,Soyabeans
54,61,77,6.206582193,15.21618225,18.81198127,Soyabeans
38,60,76,8.868741443,17.80852431,18.65054116,Soyabeans
59,55,79,8.766128654,16.89574311,20.36720401,Soyabeans
36,76,75,8.736337905,16.63805158,18.38120357,Soyabeans
57,68,81,8.081095263,17.30457712,17.17012591,Soyabeans
35,66,81,6.138243973,15.77458129,19.37101121,Soyabeans
35,64,78,7.496645259,14.27327988,17.92845928,Soyabeans
52,60,79,8.380185271,18.23490739,19.45339934,Soyabeans
27,76,83,6.289614016,14.92241479,19.12829388,Soyabeans
57,60,84,6.586777189,17.26184541,19.1034283,Soyabeans
52,68,78,6.89655198,16.96070581,17.48504075,Soyabeans
43,79,79,7.806747656,18.98030507,19.40751744,Soyabeans
44,74,85,7.150681303,19.63719995,20.18649426,Soyabeans
24,55,78,6.64919573,15.15405941,17.30287885,Soyabeans
29,77,75,7.778591618,15.48083156,17.50361137,Soyabeans
20,60,78,6.358740355,14.70085967,18.17234999,Soyabeans
56,67,78,8.255450758,16.71826572,17.57445618,Soyabeans
37,66,85,6.456148474,18.91295403,20.93175255,Soyabeans
49,71,76,6.613072145,17.63879418,19.71098332,Soyabeans
59,69,80,8.165359297,17.86754927,19.07937684,Soyabeans
20,79,77,7.64867466,16.02542689,18.54988627,Soyabeans
24,56,85,6.545888558,17.41333199,18.19903647,Soyabeans
51,72,75,7.104224797,14.99451145,18.88852533,Soyabeans
57,73,85,7.358099622,14.72115044,18.49311205,Soyabeans
22,64,82,6.4740245,17.17260319,19.48974337,Soyabeans
52,73,79,7.840339389,18.74943955,17.25769499,Soyabeans
29,75,75,7.064790365,18.71483156,19.62416326,Soyabeans
44,59,78,7.599033472,19.85388984,20.67526473,Soyabeans
41,69,82,6.715587232,16.63294455,20.02381489,Soyabeans
52,56,85,6.81712422,14.44228303,20.1187446,Soyabeans
34,76,80,7.985417393,15.84572566,20.65691793,Soyabeans
42,74,83,7.545258424,14.2804191,19.2582557,Soyabeans
34,71,79,7.728998197,15.85622899,17.927806,Soyabeans
27,73,79,7.354973451,15.83500655,19.16288268,Soyabeans
30,70,79,7.313122235,19.96978871,20.26942271,Soyabeans
57,57,75,7.785039076,18.25142068,17.09104223,Soyabeans
27,79,82,6.307004923,17.54024066,17.06579293,Soyabeans
32,71,85,6.403982316,14.44008871,20.62767492,Soyabeans
31,76,82,7.599279991,17.85057083,20.8248451,Soyabeans
33,75,84,7.217018459,18.72831993,19.46210401,Soyabeans
47,80,77,7.561108006,16.42891834,17.18248372,Soyabeans
54,62,80,7.489545074,16.39055394,17.48911699,Soyabeans
47,79,78,6.609696734,14.76014523,17.48395377,Soyabeans
35,57,83,7.476800943,17.44534641,19.48316794,Soyabeans
53,73,77,7.325451279,18.09665739,19.71359733,Soyabeans
45,61,78,6.489389282,16.06240074,19.48649305,Soyabeans
37,78,79,7.786366322,14.82633099,19.95264829,Soyabeans
30,75,81,6.408437886,16.80472243,19.41789736,Soyabeans
37,55,82,8.423873703,18.02235902,19.45591848,Soyabeans
53,65,76,8.719960893,16.41998269,20.19137759,Soyabeans
22,60,85,7.811997977,14.74071856,18.8392908,Soyabeans
60,61,78,6.317153205,19.83643308,20.71219282,Soyabeans
42,67,77,7.114405288,15.9362937,18.99424448,Soyabeans
39,76,76,8.135900726,15.57324389,19.96837462,Soyabeans
35,63,76,7.714153038,17.60756635,17.81564548,Soyabeans
30,65,82,7.103798069,15.27824066,20.71424384,Soyabeans
57,56,78,8.861479668,18.75626255,17.34150229,Soyabeans
48,65,78,7.861128148,14.33847406,17.43732714,Soyabeans
36,56,83,7.4526709,19.76182946,18.89780215,Soyabeans
40,58,75,7.168096055,14.77959596,18.59190771,Soyabeans
49,69,82,7.26311855,15.36143547,18.31561493,Soyabeans
3,49,18,3.692863601,64.70930606,27.91095209,groundnuts
22,59,23,4.371745575,51.27868781,27.32220619,groundnuts
36,58,25,8.399135958,59.3189118,28.66024187,groundnuts
4,43,18,8.840656256,61.09387478,29.02955344,groundnuts
29,54,16,8.153022903,54.65030015,27.78031515,groundnuts
32,43,22,5.270749441,54.1077461,31.99928579,groundnuts
14,55,15,8.050304395,55.27755933,27.33580911,groundnuts
5,35,20,9.679240873,53.57014709,28.92952635,groundnuts
25,57,24,6.974978386,58.59986279,27.65472156,groundnuts
11,53,24,7.39389918,55.77264351,28.52396666,groundnuts
40,49,17,6.68727523,45.89239456,31.02215872,groundnuts
38,56,25,7.88118645,45.38497051,25.74095321,groundnuts
27,43,23,5.875333778,56.85420099,31.70447482,groundnuts
24,38,22,8.202706015,58.51663927,24.47876451,groundnuts
23,45,21,8.985348193,51.79939437,31.46511256,groundnuts
29,57,20,5.87707519,50.7330069,25.60973447,groundnuts
31,35,23,7.707595055,47.18283631,30.30260453,groundnuts
0,55,25,4.524171562,43.6672299,28.17489437,groundnuts
7,45,22,9.926212291,44.8302551,25.50634557,groundnuts
17,58,25,6.455592696,43.58788762,31.12896766,groundnuts
11,44,17,8.016210782,55.59160391,26.34043268,groundnuts
22,49,22,3.71105919,61.5620517,28.23494706,groundnuts
9,51,19,5.49091063,49.32609633,27.04453473,groundnuts
28,48,15,9.254089438,55.25435777,25.16125354,groundnuts
26,50,19,6.005242945,51.66921088,27.3179125,groundnuts
36,56,20,7.437078236,49.66474269,25.4123765,groundnuts
8,60,18,3.808429173,46.01868196,31.21629982,groundnuts
24,37,21,5.818219385,58.22686794,30.573999,groundnuts
22,43,24,4.52363558,53.2208266,25.42517036,groundnuts
36,43,24,3.510404312,43.65305437,27.09400578,groundnuts
22,44,24,6.030447288,56.32938343,24.30935081,groundnuts
17,43,22,5.498340808,45.90067655,30.06142622,groundnuts
8,45,15,4.61136408,60.9835384,28.09568993,groundnuts
7,56,23,5.545219232,40.00933429,26.33908791,groundnuts
36,57,16,8.292875734,57.14218792,28.61409059,groundnuts
11,45,19,3.828031463,44.359648,28.70012137,groundnuts
6,36,22,8.869532817,59.79236306,24.21610338,groundnuts
17,57,20,3.793575185,45.20094476,28.50677929,groundnuts
4,47,20,4.193189124,64.95585424,25.97948991,groundnuts
9,49,16,7.661537348,41.36561835,30.88482722,groundnuts
25,51,24,9.392694614,61.66852372,25.5042419,groundnuts
36,44,21,4.516154055,51.33189406,25.12528913,groundnuts
21,38,20,5.794289715,63.56791363,27.10508014,groundnuts
37,57,20,7.354286985,44.82069159,31.1006247,groundnuts
32,48,18,5.993513566,56.40226277,26.45707778,groundnuts
29,44,20,8.620107545,63.56222995,30.04132304,groundnuts
25,51,18,9.45949344,54.82130787,27.77799528,groundnuts
10,44,24,8.0344125,43.02151392,30.99256944,groundnuts
23,35,18,5.414492777,47.36534833,26.4908332,groundnuts
9,60,23,6.276004336,57.17377029,31.96987867,groundnuts
3,58,21,9.160691747,46.82652785,25.36140526,groundnuts
22,42,22,7.887658711,56.96640758,25.54249137,groundnuts
12,39,21,8.183844843,62.85948245,28.99319096,groundnuts
39,36,22,9.072011412,60.50320928,29.34317422,groundnuts
32,41,16,7.702287236,61.39451307,28.63618921,groundnuts
30,41,15,5.88509677,44.17085032,24.83206631,groundnuts
19,36,22,6.16496284,58.55363573,25.44689075,groundnuts
4,46,15,3.504752314,62.40392519,31.01274943,groundnuts
21,39,20,7.388007483,52.3003173,27.06179658,groundnuts
35,57,25,8.340398059,42.26206161,27.0956288,groundnuts
22,55,24,8.66077954,57.30636014,28.56800579,groundnuts
35,51,17,3.558822825,49.84213387,28.79929247,groundnuts
17,56,17,5.9565851,45.41393636,27.94293692,groundnuts
28,57,17,9.416003106,61.58245338,30.47757686,groundnuts
22,36,16,8.18422855,50.77148138,30.58139475,groundnuts
11,41,19,5.131779302,41.81420849,26.85911286,groundnuts
38,38,18,6.294130313,61.18749126,26.31051759,groundnuts
23,37,24,7.991902443,44.2252605,28.77833449,groundnuts
25,35,20,8.923095695,43.35365671,28.90245417,groundnuts
40,45,20,6.878498176,57.69622912,29.37687468,groundnuts
23,58,19,5.243634849,58.25204566,24.17093241,groundnuts
2,56,23,7.550090941,59.79023382,26.65333029,groundnuts
3,56,17,8.709291688,53.50567601,28.19912143,groundnuts
26,51,25,7.792508068,52.62741529,28.76488954,groundnuts
39,42,20,8.055908858,61.25353851,29.3499706,groundnuts
27,59,20,4.397698806,52.60950014,28.00937423,groundnuts
24,45,19,5.952384957,48.8246387,26.85851927,groundnuts
7,40,17,8.532078733,40.92604945,31.2123945,groundnuts
15,45,23,7.224193642,61.43378674,24.20422636,groundnuts
26,52,23,4.931890506,49.60384796,29.98835437,groundnuts
20,45,16,4.626212446,54.61813464,29.93964907,groundnuts
34,54,24,5.026003659,41.55934359,31.2119298,groundnuts
19,51,25,3.5253661,48.23991436,26.80474415,groundnuts
29,41,21,8.86979671,62.84916863,31.49398069,groundnuts
20,50,22,9.406887533,46.42693735,30.99694676,groundnuts
11,40,23,5.80428611,63.04749127,29.61253065,groundnuts
15,54,15,8.35495812,57.03184356,29.97604322,groundnuts
35,55,22,8.634929739,52.62696801,30.88883074,groundnuts
9,59,25,7.699200949,60.16299493,30.39321309,groundnuts
40,45,18,5.261285926,55.20522037,30.43683729,groundnuts
35,38,19,9.112771682,63.18180319,25.32688786,groundnuts
14,58,17,4.605700542,59.96664731,30.53684308,groundnuts
40,55,18,7.115994051,40.5926071,30.38257873,groundnuts
18,36,23,7.214078621,53.76623369,24.01825377,groundnuts
35,52,15,9.93509073,61.14754363,28.69841277,groundnuts
4,59,22,8.914074888,49.00323081,29.33743412,groundnuts
22,51,16,8.639586199,61.34900107,27.96583691,groundnuts
33,47,17,8.621514073,48.27531965,24.86803974,groundnuts
2,51,17,5.838508699,45.96341933,25.87682261,groundnuts
16,51,21,3.532008668,49.9767522,31.01963639,groundnuts

